time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.orientation.x,.orientation.y,.orientation.z,.orientation.w,.orientation_covariance,.angular_velocity.x,.angular_velocity.y,.angular_velocity.z,.angular_velocity_covariance,.linear_acceleration.x,.linear_acceleration.y,.linear_acceleration.z,.linear_acceleration_covariance
2024/07/10/17:03:07.102289,16894,1700605071,258142211,,0.225219727,-1.939086914,-92.35107422,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.305175781,-0.061035156,-1.159667969,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.564648449,0.234472662,9.613378525,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:07.192061,16895,1700605071,357826577,,0.225219727,-1.950073242,-92.43896484,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.061035156,0,-0.793457031,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.363671869,0.076562501,9.613378525,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:07.278897,16896,1700605071,457464573,,0.208740234,-1.944580078,-92.49938965,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.244140625,0.061035156,-0.427246094,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.239257813,-0.047851563,10.09667969,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:07.378545,16897,1700605071,557025366,,0.20324707,-1.93359375,-92.55981445,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0.244140625,-0.427246094,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.425878912,0.315820307,9.646875381,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:07.480348,16898,1700605071,656870471,,0.214233398,-1.895141602,-92.54882813,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.183105469,0.549316406,0.366210938,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.464160144,0.100488283,9.957910538,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:07.577560,16899,1700605071,756356005,,0.241699219,-1.900634766,-92.54882813,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.122070313,0,0.061035156,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.325390637,-0.004785156,10.01533222,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:07.680171,16900,1700605071,856132241,,0.247192383,-1.889648438,-92.57080078,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.610351563,0.061035156,-0.305175781,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.244042963,0.157910153,9.6229496,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:07.777606,16901,1700605071,955658719,,0.241699219,-1.889648438,-92.60925293,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.366210938,0,-0.244140625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.397167981,0.05263672,9.876562119,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:07.877640,16902,1700605072,55326548,,0.236206055,-1.889648438,-92.62573242,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.549316406,-0.122070313,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.296679676,0.200976565,9.603808403,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:07.977236,16903,1700605072,154993840,,0.236206055,-1.889648438,-92.62573242,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.549316406,-0.122070313,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.181835935,0.057421874,9.627734184,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:08.078015,16904,1700605072,254661077,,0.241699219,-1.895141602,-92.62023926,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.061035156,0.061035156,0.061035156,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.406738281,0.043066405,9.852636337,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:08.175891,16905,1700605072,354304795,,0.230712891,-1.884155273,-92.61474609,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.549316406,0,-0.183105469,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.306250006,0.038281251,9.76171875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:08.277138,16906,1700605072,454078253,,0.247192383,-1.889648438,-92.66418457,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.061035156,-0.061035156,-0.366210938,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.349316418,0.19140625,9.560742378,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:08.477651,16907,1700605072,653333319,,0.208740234,-1.895141602,-92.66967773,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.427246094,0.366210938,0.854492188,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.320605457,-0.076562501,9.70908165,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:08.589894,16908,1700605072,753023185,,0.197753906,-1.911621094,-92.66967773,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.122070313,-0.122070313,-0.671386719,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.368457019,-0.043066405,9.871777534,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:08.681939,16909,1700605072,852589996,,0.214233398,-1.90612793,-92.66967773,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0.061035156,0.183105469,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.358886719,0.009570313,9.718652725,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:08.773251,16910,1700605072,952325417,,0.208740234,-1.90612793,-92.66967773,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.061035156,0,-0.061035156,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.325390637,0.177050784,9.584668159,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:08.874013,16911,1700605073,52070801,,0.214233398,-1.900634766,-92.73010254,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.48828125,0.366210938,-0.9765625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.287109375,-0.038281251,9.742578506,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:08.973015,16912,1700605073,151611076,,0.208740234,-1.878662109,-92.81799316,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0.244140625,-0.732421875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.239257813,0.287109375,10.04404259,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:09.072638,16913,1700605073,251257405,,0.208740234,-1.878662109,-92.86193848,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.061035156,0.183105469,-0.305175781,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.330175787,0.181835935,9.857421875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:09.172545,16914,1700605073,351101844,,0.20324707,-1.856689453,-92.86743164,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.061035156,0.122070313,-0.244140625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.373242199,0,9.871777534,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:09.271409,16915,1700605073,450537842,,0.214233398,-1.845703125,-92.86743164,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.244140625,0.061035156,0.061035156,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.248828128,0.090917967,9.689941406,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:09.371171,16916,1700605073,550202301,,0.225219727,-1.845703125,-92.8729248,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.244140625,0.183105469,-0.305175781,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.459374994,0.057421874,9.857421875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:09.471372,16917,1700605073,649859204,,0.219726563,-1.823730469,-92.86743164,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.427246094,-0.244140625,-0.854492188,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.617285132,-0.110058591,10.00097656,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:09.571429,16918,1700605073,749558662,,0.225219727,-1.834716797,-92.95532227,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.366210938,0.122070313,-0.427246094,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.325390637,0.330175787,9.460253716,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:09.670571,16919,1700605073,849173862,,0.219726563,-1.823730469,-93.00476074,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.244140625,0,-0.549316406,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.330175787,0.205761716,9.503320694,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:09.770171,16920,1700605073,948778747,,0.20324707,-1.829223633,-93.05419922,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.305175781,-0.061035156,-0.366210938,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.344531238,-0.090917967,10.04882813,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:09.869675,16921,1700605074,48530520,,0.208740234,-1.834716797,-93.06518555,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.427246094,-0.183105469,0.183105469,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.296679676,-0.10527344,9.819140434,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:09.970353,16922,1700605074,148219923,,0.197753906,-1.823730469,-93.03771973,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.366210938,0.427246094,0.48828125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.354101568,0.057421874,9.819140434,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:10.073747,16923,1700605074,247907048,,0.219726563,-1.856689453,-93.05419922,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.244140625,-0.183105469,-0.671386719,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.291894525,-0.153125003,9.972265244,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:10.177566,16924,1700605074,347512359,,0.230712891,-1.862182617,-93.10913086,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.854492188,0.061035156,-0.610351563,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.325390637,0.248828128,9.642089844,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:10.269819,16925,1700605074,447013005,,0.219726563,-1.862182617,-93.14758301,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.366210938,0.061035156,-0.610351563,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.368457019,0.08613281,9.766504288,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:10.370706,16926,1700605074,546738500,,0.214233398,-1.851196289,-93.1640625,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.549316406,0.366210938,-0.48828125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.397167981,0.047851563,9.637304306,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:10.467757,16927,1700605074,646305978,,0.20324707,-1.829223633,-93.20800781,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.122070313,0,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.162695318,0.272753894,9.694726944,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:10.567629,16928,1700605074,745988326,,0.186767578,-1.829223633,-93.22998047,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.061035156,0.061035156,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.373242199,0.148339838,9.632519722,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:10.667826,16929,1700605074,845715191,,0.192260742,-1.818237305,-93.22998047,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,-0.061035156,-0.244140625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.368457019,0.248828128,9.599023819,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:10.766723,16930,1700605074,945361557,,0.236206055,-1.823730469,-93.27392578,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.305175781,-0.061035156,-0.671386719,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.277539074,0.100488283,9.551172256,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:10.866398,16931,1700605075,45033535,,0.225219727,-1.829223633,-93.31237793,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.122070313,0,-0.366210938,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.349316418,-0.014355469,9.651659966,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:10.969932,16932,1700605075,144756974,,0.214233398,-1.834716797,-93.33435059,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.183105469,-0.244140625,-0.671386719,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.512011707,0.023925781,9.713867188,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:11.068122,16933,1700605075,244367452,,0.197753906,-1.834716797,-93.35083008,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0.122070313,0.244140625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.291894525,0.148339838,9.5703125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:11.168737,16934,1700605075,343962152,,0.186767578,-1.823730469,-93.34533691,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.061035156,0,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.339746088,-0.009570313,9.790430069,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:11.270260,16935,1700605075,443630852,,0.186767578,-1.823730469,-93.34533691,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.244140625,-0.061035156,-0.244140625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.311035156,0.090917967,9.699511528,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:11.364875,16936,1700605075,543416050,,0.208740234,-1.834716797,-93.37280273,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.610351563,-0.061035156,-0.061035156,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.421093762,0.066992186,9.651659966,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:11.467942,16937,1700605075,643051916,,0.181274414,-1.834716797,-93.37280273,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.305175781,-0.48828125,0.427246094,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.08613281,-0.114843749,10.11581993,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:11.588331,16938,1700605075,742675098,,0.181274414,-1.851196289,-93.38378906,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.549316406,0.061035156,-0.183105469,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.296679676,0.162695318,9.847851753,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:11.677834,16939,1700605075,842404889,,0.060424805,-1.845703125,-93.35632324,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.122070313,0.305175781,1.647949219,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.349316418,0.325390637,9.560742378,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:11.785250,16940,1700605075,941945090,,0.065917969,-1.829223633,-93.25744629,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0.061035156,0.9765625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.248828128,-0.08613281,9.866991997,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:11.894941,16941,1700605076,41657196,,0.060424805,-1.807250977,-93.18054199,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.122070313,0.48828125,1.159667969,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.392382801,0.076562501,9.871777534,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:11.966132,16942,1700605076,141216545,,0.076904297,-1.796264648,-93.1640625,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.732421875,0,-0.549316406,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.229687497,-0.153125003,10.01054668,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:12.065856,16943,1700605076,241015076,,0.082397461,-1.796264648,-93.2244873,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.48828125,0.244140625,0.366210938,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.287109375,0.263183594,9.268847466,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:12.166348,16944,1700605076,340626276,,0.082397461,-1.78527832,-93.21899414,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.122070313,0.122070313,0.305175781,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.363671869,0.1961914,9.479394913,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:12.262890,16945,1700605076,440264939,,0.076904297,-1.774291992,-93.24645996,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.854492188,-0.061035156,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.234472662,-0.215332031,9.666015625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:12.363281,16946,1700605076,539965434,,0.087890625,-1.774291992,-93.2409668,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.061035156,0,-0.061035156,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.296679676,-0.019140625,9.809570313,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:12.461194,16947,1700605076,639591004,,0.17578125,-1.768798828,-93.2409668,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.244140625,-1.098632813,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.071777344,-0.08613281,9.924413681,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:12.560955,16948,1700605076,739238537,,0.186767578,-1.768798828,-93.30688477,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.061035156,0.061035156,-0.48828125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.306250006,-0.033496093,9.924413681,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:12.660555,16949,1700605076,838960162,,0.181274414,-1.774291992,-93.40026855,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.48828125,-0.061035156,-1.159667969,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.349316418,0.095703125,9.752148628,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:12.772781,16950,1700605076,938602603,,0.181274414,-1.790771484,-93.515625,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.122070313,0,-0.915527344,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.406738281,0.215332031,9.70908165,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:12.919534,16951,1700605077,38278024,,0.181274414,-1.801757813,-93.61999512,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.244140625,-0.122070313,-0.854492188,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.306250006,-0.009570313,9.699511528,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:13.026483,16952,1700605077,137958909,,0.164794922,-1.801757813,-93.63647461,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,-0.427246094,0.061035156,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.095703125,0.038281251,9.76171875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2024/07/10/17:03:13.070196,16953,1700605077,237720181,,0.192260742,-1.818237305,-93.69689941,0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.061035156,0,-0.183105469,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.325390637,0.10527344,9.699511528,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
