t,phi,theta,psi
55.2378583,1.934483398,1.570796327,-3.115115108
55.33739614,1.927764374,1.570796327,-3.11542162
55.43712211,1.922979998,1.570796327,-3.114301813
55.53667521,1.916784247,1.570796327,-3.11482004
55.63631034,1.913459108,1.570796327,-3.114592642
55.73606706,1.909751892,1.570796327,-3.115450301
55.83562946,1.907915256,1.570796327,-3.114732389
55.93533444,1.908702132,1.570796327,-3.114614562
56.03501844,1.907748169,1.570796327,-3.114274382
56.13463235,1.9056468,1.570796327,-3.115077548
56.23428679,1.902279967,1.570796327,-3.116833471
56.33401895,1.899353493,1.570796327,-3.117448562
56.43352365,1.897529493,1.570796327,-3.117044237
56.53315353,1.895944459,1.570796327,-3.116531936
56.63307047,1.897429373,1.570796327,-3.115847114
56.73256397,1.897738174,1.570796327,-3.115800347
56.83220172,1.889928801,1.570796327,-3.117772417
56.93177676,1.883337195,1.570796327,-3.118355538
57.03144097,1.896060305,1.570796327,-3.116081553
57.13117504,1.893336282,1.570796327,-3.115636818
57.23075533,1.892903761,1.570796327,-3.115112825
57.33039474,1.892903761,1.570796327,-3.115112825
57.43016124,1.893359273,1.570796327,-3.116065778
57.52978659,1.89074119,1.570796327,-3.116790811
57.62938786,1.890039486,1.570796327,-3.11673126
57.72920012,1.890437493,1.570796327,-3.115682925
57.8286345,1.891232537,1.570796327,-3.115073567
57.92840242,1.892152774,1.570796327,-3.114593291
58.02790785,1.891438036,1.570796327,-3.117202593
58.12763929,1.891889606,1.570796327,-3.116628377
58.22731805,1.890289532,1.570796327,-3.118047439
58.32691622,1.885717573,1.570796327,-3.117950797
58.42653418,1.880226418,1.570796327,-3.118172361
58.52635813,1.874611837,1.570796327,-3.119208648
58.62581277,1.872119376,1.570796327,-3.119481556
58.72546983,1.871583907,1.570796327,-3.119717512
58.82510018,1.868956436,1.570796327,-3.120618543
58.92478871,1.870120613,1.570796327,-3.12000741
59.02443409,1.867217626,1.570796327,-3.120182027
59.12405801,1.866116619,1.570796327,-3.120556549
59.2237432,1.86586732,1.570796327,-3.120590913
59.32346487,1.864577933,1.570796327,-3.121284303
59.42299032,1.861893836,1.570796327,-3.121788927
59.52275658,1.862508869,1.570796327,-3.121487258
59.62246728,1.859630932,1.570796327,-3.122157065
59.72196937,1.858040351,1.570796327,-3.122502844
59.82169557,1.853471957,1.570796327,-3.122331692
59.92129135,1.847657649,1.570796327,-3.12301859
60.02092624,1.840212603,1.570796327,-3.12337983
60.12062573,1.837606048,1.570796327,-3.123094231
60.22024798,1.835629199,1.570796327,-3.123249413
60.31985974,1.834673524,1.570796327,-3.123025795
60.41962194,1.836098055,1.570796327,-3.122348095
60.51924348,1.834353871,1.570796327,-3.122862856
60.61894178,1.832480523,1.570796327,-3.123632703
60.71862102,1.832415505,1.570796327,-3.124120304
60.8182559,1.831953154,1.570796327,-3.124071854
60.91780519,1.83237651,1.570796327,-3.123438439
61.0176549,1.835842949,1.570796327,-3.123471975
61.11712193,1.836412232,1.570796327,-3.123090574
61.21688294,1.836158501,1.570796327,-3.123970894
61.28374934,1.830614509,1.570796327,-3.125011767
61.41594577,1.833192304,1.570796327,-3.134870365
61.51572227,1.837704805,1.570796327,-3.137898026
61.61533308,1.816164415,0.793984995,-3.139774649
61.7150321,1.796743143,1.570796327,-3.135401521
61.81480908,1.788100446,1.570796327,-3.131772095
61.91439462,1.781863355,1.570796327,-3.129604062
62.01406288,1.77339376,1.570796327,-3.130244885
62.11380959,1.766825972,1.570796327,-3.130959743
62.21325135,1.760739396,1.570796327,-3.131392877
62.31297493,1.756990329,1.570796327,-3.131615331
62.41254926,1.756388081,1.570796327,-3.13160575
62.51229882,1.756429015,1.570796327,-3.13131962
62.61192799,1.755617674,1.570796327,-3.131517088
62.71150899,1.756117433,1.570796327,-3.131707651
62.81119967,1.754299672,1.570796327,-3.132086288
62.91097426,1.752211377,1.570796327,-3.131995722
63.01052094,1.750742968,1.570796327,-3.132014245
63.11017942,1.747215814,1.570796327,-3.132531209
63.20995688,1.744564578,1.570796327,-3.13254368
63.3095212,1.746889567,1.570796327,-3.132355696
63.40910864,1.755944943,1.570796327,-3.131454009
63.50878334,1.772398153,1.570796327,-3.129613531
63.60840678,1.797582638,1.570796327,-3.126020787
63.70807409,1.814187224,1.570796327,-3.124552111
63.80807805,1.830071013,1.570796327,-3.122021332
63.90739727,1.8386916,1.570796327,-3.12192825
64.00710964,1.846379492,1.570796327,-3.121272349
64.10666347,1.854289574,1.570796327,-3.11995481
64.20636582,1.858854274,1.570796327,-3.119105458
64.30612326,1.861161765,1.570796327,-3.119689696
64.40563941,1.885098713,1.570796327,-3.1166763
64.50523114,1.921377511,1.570796327,-3.111027779
64.60491729,1.982363337,1.570796327,-3.100100424
64.70454931,2.08537875,1.570796327,-3.080718266
64.80429387,2.246775269,1.570796327,-3.040565975
64.90388656,2.397832343,1.570796327,-3.008153705
65.0035255,2.524951962,0.874222232,-2.989909228
65.10327053,2.607560205,0.70405119,-2.97616419
65.20285964,2.651092272,0.653948485,-2.970118829
65.30252004,2.698519659,0.560156497,-2.965114977
65.40229702,2.737272756,0.530578347,-2.951719403
65.5017879,2.784343592,0.518238105,-2.925799054
65.60147929,2.81706074,0.47594086,-2.920759518
65.7013042,2.831862288,0.471329432,-2.909217565
65.80074501,2.78867098,0.558091968,-2.92494113
65.90046215,2.768766803,0.619792036,-2.923411401
66.00011134,2.786237785,0.647576886,-2.900119669
66.09972167,2.830586501,0.608788192,-2.867074296
66.19942141,2.867026766,0.561296691,-2.840052805
66.29902673,2.878353258,0.566151683,-2.835339664
66.39875698,2.85767228,0.589785606,-2.85767228
66.49841547,2.835425834,0.653948485,-2.864304753
66.59806585,2.814940133,0.758711072,-2.859416318
66.69766188,2.813354277,0.83514839,-2.850900364
66.79721689,2.81272279,0.866357897,-2.847003769
66.89693904,2.801472362,0.955377068,-2.841907425
66.99655843,2.790512005,0.986815233,-2.852025527
67.0962491,2.769106197,1.137961234,-2.857110047
67.19587851,2.754834254,1.224601865,-2.858474566
67.2955637,2.721211783,1.570796327,-2.86263284
67.39511633,2.706959046,1.570796327,-2.866653649
67.4948566,2.705963652,1.570796327,-2.864247789
67.59456515,2.69868814,1.570796327,-2.861303897
67.69417214,2.67666702,1.570796327,-2.869744487
67.79383969,2.643325522,1.570796327,-2.880300342
67.89360738,2.612329452,1.570796327,-2.885474028
67.99312711,2.595491075,1.570796327,-2.89063111
68.09268284,2.591303424,1.570796327,-2.892981674
68.19235945,2.598086125,1.570796327,-2.891479925
68.29206228,2.579199673,1.570796327,-2.903910892
68.39171886,2.554008243,1.570796327,-2.914437534
68.49132848,2.570974465,1.570796327,-2.889349713
68.59105372,2.544576567,1.570796327,-2.895632346
68.6907177,2.443188485,1.570796327,-2.92687605
68.79035401,2.294236479,1.570796327,-2.988467452
68.88992929,2.189846145,1.570796327,-3.02849056
68.98975801,2.129040746,1.570796327,-3.048800504
69.08927679,2.079502717,1.570796327,-3.062335516
69.18898797,2.04909302,1.570796327,-3.067881936
69.28859687,2.05111014,1.570796327,-3.074767189
69.38822126,2.044452361,1.570796327,-3.076075676
69.48794127,2.030647827,1.570796327,-3.081349874
69.58757138,1.988762941,1.570796327,-3.090845417
69.687222,1.939947571,1.570796327,-3.102015893
69.78697872,1.920298873,1.570796327,-3.106233539
69.88653779,1.909723634,1.570796327,-3.107762083
69.98621011,1.899281357,1.570796327,-3.110140733
70.08594346,1.891365612,1.570796327,-3.111696366
70.18548179,1.88405964,1.570796327,-3.113821502
70.28514719,1.874518901,1.570796327,-3.117742463
70.38474917,1.869921104,1.570796327,-3.118628087
70.4844656,1.864627023,1.570796327,-3.118808314
70.58415437,1.860976229,1.570796327,-3.118642982
70.68373084,1.858202367,1.570796327,-3.118605265
70.78338647,1.852799437,1.570796327,-3.120579772
70.88306904,1.850306417,1.570796327,-3.121653146
70.98266625,1.848539713,1.570796327,-3.121963562
71.08231211,1.848117101,1.570796327,-3.122021669
71.18205452,1.846283022,1.570796327,-3.122498687
71.28155279,1.845200871,1.570796327,-3.122402306
71.38127208,1.842993505,1.570796327,-3.12420017
71.48089266,1.839102667,1.570796327,-3.125969572
71.58057952,1.838421915,1.570796327,-3.12623479
71.68025541,1.838169545,1.570796327,-3.125888474
71.77984953,1.839029507,1.570796327,-3.126166902
71.8794775,1.837344953,1.570796327,-3.126542713
71.97920418,1.83229397,1.570796327,-3.127572685
72.07875252,1.827371604,1.570796327,-3.127641621
72.17849636,1.829142435,1.570796327,-3.127246124
72.27824283,1.83279039,1.570796327,-3.125807229
72.37777805,1.834679103,1.570796327,-3.125824282
72.47740531,1.848552615,1.570796327,-3.125591696
72.57703829,1.881263587,1.570796327,-3.120299194
72.67681551,1.926054771,1.570796327,-3.115375946
72.77631879,1.966326118,1.570796327,-3.110177504
72.87604284,2.005532728,1.570796327,-3.101474953
72.9756515,2.041955162,1.570796327,-3.095009074
73.07537317,2.068659031,1.570796327,-3.093248041
73.17493033,2.082451528,1.570796327,-3.091182272
73.27463365,2.086807104,1.570796327,-3.09322026
73.37439656,2.081404357,1.570796327,-3.092787389
73.47391391,2.073305222,1.570796327,-3.091724201
73.57367849,2.068910735,1.570796327,-3.090714864
73.67320275,2.114088643,1.570796327,-3.082697104
73.77287483,2.216748522,1.570796327,-3.058616728
73.87259912,2.394424557,1.570796327,-3.029431788
73.97222805,2.717744688,0.569014564,-2.974116797
74.07182813,2.970575118,0.218016329,-2.945141612
74.17152047,-3.096083743,-0.06250263,-2.92717024
74.27111578,-2.888487612,-0.350845109,-2.944874946
74.37077618,-2.786186722,-0.525199158,-2.959440048
74.47050953,-2.77659904,-0.46848661,-2.98740939
74.57016325,-2.800500374,-0.437343194,-2.986459967
74.66984272,-2.836685535,-0.391451827,-2.985558814
74.76962948,-2.871399758,-0.358890107,-2.978820114
74.86900592,-2.864706691,-0.373044106,-2.975678344
74.96862578,-3.035189273,-0.154261432,-2.95134559
75.06832576,2.906550627,0.376351408,-2.954660991
75.16807866,2.53192778,1.570796327,-3.001844777
75.26767302,2.294923088,1.570796327,-3.045838561
75.36731172,2.139199148,1.570796327,-3.07471839
75.46694183,2.038107853,1.570796327,-3.093985735
75.56670618,1.979114918,1.570796327,-3.105023147
75.66628742,1.93678222,1.570796327,-3.112256279
75.76589608,1.90702118,1.570796327,-3.11777452
75.86569905,1.889080926,1.570796327,-3.121336948
75.96519947,1.87753449,1.570796327,-3.121788714
76.06484318,1.870038022,1.570796327,-3.122447731
76.1647408,1.865822343,1.570796327,-3.123110773
76.26409912,1.863597864,1.570796327,-3.12425726
76.36382508,1.857947239,1.570796327,-3.124549055
76.46346951,1.851096278,1.570796327,-3.125637056
76.56308341,1.847578772,1.570796327,-3.125448881
76.66285825,1.844461503,1.570796327,-3.124871732
76.76235437,1.844066011,1.570796327,-3.124918723
76.86210918,1.844064515,1.570796327,-3.125329388
76.96184993,1.842905374,1.570796327,-3.126417324
77.06138682,1.842352103,1.570796327,-3.127029136
77.16105795,1.84271589,1.570796327,-3.127039457
77.26089072,1.841897526,1.570796327,-3.126659463
77.36032367,1.843555185,1.570796327,-3.126163374
77.46006799,1.842235796,1.570796327,-3.127461232
77.55973172,1.842251811,1.570796327,-3.127320436
77.65937519,1.840394765,1.570796327,-3.128159798
77.75908804,1.842444667,1.570796327,-3.128141426
77.85870361,1.839078057,1.570796327,-3.128101367
77.95832396,1.83515944,1.570796327,-3.128076115
78.05817223,1.831815515,1.570796327,-3.128045925
78.15771294,1.827729385,1.570796327,-3.128050341
78.25743508,1.821278166,1.570796327,-3.128548262
78.35708308,1.821011558,1.570796327,-3.128961673
78.45669293,1.820864591,1.570796327,-3.129237289
78.55636787,1.821972639,1.570796327,-3.129175238
78.65608692,1.821262872,1.570796327,-3.129243583
78.7555449,1.821736048,1.570796327,-3.128857716
78.85529351,1.828675222,1.570796327,-3.130016342
78.95487976,1.847393906,1.570796327,-3.128625126
79.05459309,1.874436215,1.570796327,-3.125237147
79.15426397,1.927633133,1.570796327,-3.117378995
79.25390291,1.977044793,1.570796327,-3.109626364
79.35359025,2.02375339,1.570796327,-3.101193491
79.45324683,2.050995413,1.570796327,-3.100212899
79.55283427,2.067380469,1.570796327,-3.097458037
79.65256643,2.08689294,1.570796327,-3.09336153
79.7522788,2.099198001,1.570796327,-3.088736713
79.85178137,2.114394665,1.570796327,-3.086457931
79.95147133,2.1132094,1.570796327,-3.085856211
80.05107355,2.112463446,1.570796327,-3.085681918
80.15079236,2.106864558,1.570796327,-3.088045786
80.25042009,2.098987809,1.570796327,-3.090764588
80.35002851,2.091823858,1.570796327,-3.089943594
80.44968963,2.090606019,1.570796327,-3.085321059
80.54939842,2.080242852,1.570796327,-3.086227777
80.64902735,2.073122638,1.570796327,-3.087065314
80.7486074,2.062079103,1.570796327,-3.090448014
80.84839249,2.054656878,1.570796327,-3.090689913
80.94792223,2.047325877,1.570796327,-3.090946756
81.04761958,2.039785748,1.570796327,-3.089585506
81.14743066,2.030546523,1.570796327,-3.091620043
81.24688816,2.021293422,1.570796327,-3.092909041
81.34653521,2.017606344,1.570796327,-3.094523516
81.44616723,2.016052968,1.570796327,-3.095002457
81.5457902,2.019829358,1.570796327,-3.09583269
81.64554572,2.015838715,1.570796327,-3.09692746
81.74503255,2.015205151,1.570796327,-3.096533733
81.84477711,2.013175416,1.570796327,-3.096244513
81.94454241,2.014650472,1.570796327,-3.095964591
82.04403806,2.007835689,1.570796327,-3.097740801
82.14375615,2.009883844,1.570796327,-3.099250338
82.24336314,2.003741731,1.570796327,-3.100376134
82.34295273,1.998957481,1.570796327,-3.101073197
82.44265437,1.992688698,1.570796327,-3.102054192
82.54216814,1.989935459,1.570796327,-3.100726311
82.64181972,1.983846847,1.570796327,-3.102123568
82.74164987,1.979282472,1.570796327,-3.103079942
82.84119081,1.976477534,1.570796327,-3.104002999
82.94088531,1.964720388,1.570796327,-3.105883808
83.04045486,1.955190651,1.570796327,-3.106495534
83.14011598,1.946607997,1.570796327,-3.10645099
83.23976851,1.935622247,1.570796327,-3.109475778
83.33941102,1.926900356,1.570796327,-3.110718738
83.43905473,1.921147646,1.570796327,-3.110982471
83.5388,1.913734202,1.570796327,-3.112185778
83.63833737,1.915604089,1.570796327,-3.111647053
83.73804259,1.913114406,1.570796327,-3.111685148
83.8378427,1.904724368,1.570796327,-3.11421291
83.9373157,1.898223547,1.570796327,-3.115041954
84.03697848,1.902482276,1.570796327,-3.115174988
84.13683629,1.93584745,1.570796327,-3.109376848
84.23623395,1.989142797,1.570796327,-3.098935075
84.33591413,2.050818582,1.570796327,-3.086607823
84.43561745,2.099981101,1.570796327,-3.077779566
84.53523135,2.137675868,1.570796327,-3.072286867
84.6349628,2.171351471,1.570796327,-3.069150893
84.73453188,2.20485694,1.570796327,-3.061411798
84.83410335,2.235464132,1.570796327,-3.056335412
84.93395257,2.242320678,1.570796327,-3.059360762
85.03346562,2.221163014,1.570796327,-3.063380557
85.13311386,2.208954071,1.570796327,-3.069572674
85.23299193,2.19960844,1.570796327,-3.073656185
85.33247662,2.189724222,1.570796327,-3.0759665
85.43207312,2.179313462,1.570796327,-3.076083857
85.53165865,2.16460994,1.570796327,-3.078023884
85.63135219,2.156354366,1.570796327,-3.07553747
85.73109841,2.146558275,1.570796327,-3.081313276
85.83060575,2.140150887,1.570796327,-3.082470728
85.93027186,2.134772356,1.570796327,-3.083017187
86.02989149,2.131553285,1.570796327,-3.082565375
86.12954092,2.125756258,1.570796327,-3.083406787
86.22925401,2.126527107,1.570796327,-3.081830396
86.32889295,2.124511398,1.570796327,-3.085332065
86.42844701,2.127068736,1.570796327,-3.079161467
86.52821112,2.125806622,1.570796327,-3.078519992
86.62774396,2.111393298,1.570796327,-3.079056843
86.72741199,2.110852372,1.570796327,-3.077787101
86.82720757,2.118988695,1.570796327,-3.074625937
86.92672896,2.124242021,1.570796327,-3.072993198
87.02649117,2.150216074,1.570796327,-3.066419725
87.12625432,2.271746201,1.570796327,-3.044875603
87.22575235,2.391505691,1.570796327,-3.025424528
87.32532597,2.479729542,1.570796327,-3.00505922
87.42498708,2.578652696,1.244352108,-2.981098228
87.52468038,2.640927327,1.004792937,-2.969627321
87.62436938,2.680379045,0.859859472,-2.965647347
87.72399688,2.701798851,0.773197381,-2.967424765
87.82362032,2.703780326,0.75954298,-2.970602343
87.923419,2.718064958,0.76379599,-2.960801866
88.02300167,2.724232763,0.732100374,-2.96691887
88.12255049,2.69534342,0.926081974,-2.960537572
88.22240114,2.651001031,0.978980608,-2.978830248
88.32191873,2.638731401,0.795449604,-3.004011881
88.42148614,2.602759896,0.974989818,-3.000491073
88.52119637,2.569980449,1.336406175,-2.99299446
88.62088943,2.549732986,1.570796327,-2.990987843
88.72051883,2.532633099,1.570796327,-2.986937648
88.82013917,2.511956797,1.570796327,-2.997127266
88.91977978,2.497824974,1.570796327,-3.003981385
89.01954889,2.488716607,1.570796327,-3.01057044
89.11910653,2.47951999,1.570796327,-3.008518115
89.21875095,2.465766882,1.570796327,-3.011281474
89.318326,2.456166838,1.570796327,-3.01159147
89.41797328,2.422688436,1.570796327,-3.048856394
89.5176754,2.409690375,1.254866265,-3.058531149
89.61739135,2.416478405,1.086425378,-3.06298118
89.71698618,2.411140501,1.010899346,-3.066138808
89.81668448,2.373588791,1.084872438,-3.071783261
89.91627955,2.297641398,1.528115968,-3.082477873
90.01602817,2.204317668,1.570796327,-3.096217747
90.11570048,2.136947791,1.570796327,-3.107135663
90.21520996,2.098738324,1.570796327,-3.10807303
90.31489015,2.064970389,1.570796327,-3.113330381
90.41470742,2.041333219,1.570796327,-3.117220789
90.51426506,2.024676957,1.570796327,-3.119110493
90.61384749,2.004496438,1.570796327,-3.120270006
90.71349883,1.98836824,1.570796327,-3.122748194
90.81313515,1.974701665,1.570796327,-3.124431677
90.91282606,1.962575586,1.570796327,-3.126770939
91.01244092,1.952274125,1.570796327,-3.128874485
91.11206651,1.945094568,1.570796327,-3.128939373
91.21185255,1.939725718,1.570796327,-3.128297388
91.31135917,1.94161363,1.570796327,-3.122838673
91.41107678,1.939279101,1.570796327,-3.123109085
91.51085901,1.937100645,1.570796327,-3.125200239
91.6103332,1.939584311,1.570796327,-3.125724805
91.71001959,1.944798639,1.570796327,-3.124783882
91.809551,1.949249812,1.570796327,-3.123948784
91.90929461,1.951763749,1.570796327,-3.122882461
92.00905561,1.954036617,1.570796327,-3.123212721
92.10856128,1.951928146,1.570796327,-3.12457403
92.20815921,1.953336687,1.570796327,-3.124384544
92.30796909,1.956998467,1.570796327,-3.123669037
92.40749693,1.961739431,1.570796327,-3.115650008
92.50721383,1.960902364,1.570796327,-3.115814345
92.60700941,1.95024291,1.570796327,-3.117023365
92.70656347,1.942782932,1.570796327,-3.117419896
92.80617452,1.935423289,1.570796327,-3.117843004
92.90581131,1.930014801,1.570796327,-3.11812291
93.00545192,1.928788717,1.570796327,-3.117784414
93.10513997,1.926302659,1.570796327,-3.116946181
93.20469856,1.928296278,1.570796327,-3.118514419
93.30438209,1.92955273,1.570796327,-3.119312171
93.40411401,1.930450887,1.570796327,-3.120156524
93.50371909,1.932756783,1.570796327,-3.120541149
93.60327888,1.931288743,1.570796327,-3.120536719
93.70293593,1.931387639,1.570796327,-3.120003417
93.80257654,1.929934178,1.570796327,-3.120711513
93.90224552,1.927934664,1.570796327,-3.121607186
94.00183511,1.930694795,1.570796327,-3.123546118
94.10150695,1.929953045,1.570796327,-3.123616322
94.20127559,1.927035827,1.570796327,-3.123753171
94.30081201,1.924400854,1.570796327,-3.128078262
94.4005332,1.948801976,1.570796327,-3.126159987
94.50026488,1.999586756,1.570796327,-3.124644699
94.5996995,2.068077888,1.06334196,-3.119782292
94.69956803,2.120896151,0.759376544,-3.118723808
94.79906964,2.185355548,0.641311158,-3.114001951
94.89876342,2.236563095,0.544277877,-3.111751908
94.99838662,2.264596732,0.57245696,-3.107435672
95.09803843,2.28774936,0.442813051,-3.111450593
95.19763684,2.304681002,0.360695498,-3.115113289
95.29741883,2.30165017,0.340645908,-3.116819783
95.39691281,2.292001838,0.260009503,-3.123515254
95.49656272,2.285485003,0.264508521,-3.123839229
95.59621644,2.19656009,0.702310615,-3.113828854
95.69646883,2.095019379,1.29859448,-3.118279941
95.79558825,2.045644216,1.468815928,-3.123199451
95.89520073,2.000824064,1.570796327,-3.126632886
95.9947753,1.969536479,1.570796327,-3.128472051
96.09454846,1.952162324,1.570796327,-3.127986479
96.19400549,1.936972733,1.570796327,-3.129511076
96.29376054,1.936124658,1.570796327,-3.12961541
96.39352679,1.9350375,1.570796327,-3.129287313
96.4929955,1.932470589,1.570796327,-3.129839468
96.59269786,1.932044793,1.570796327,-3.131103945
96.69229269,1.935844997,1.570796327,-3.130487443
96.79198813,1.937329834,1.570796327,-3.12959284
96.89168024,1.938498918,1.570796327,-3.129623488
96.99128056,1.937528117,1.570796327,-3.131209976
97.0908711,1.934596403,1.570796327,-3.131803417
97.19064164,1.931343299,1.570796327,-3.130973569
97.29022431,1.929637853,1.570796327,-3.131412729
97.38991976,1.926490001,1.570796327,-3.131493518
97.48968196,1.924122989,1.570796327,-3.129447881
97.58909273,1.921127557,1.570796327,-3.130476057
97.68882942,1.921158157,1.570796327,-3.130522261
97.788481,1.919090271,1.570796327,-3.13101209
97.8880713,1.9232581,1.570796327,-3.13007509
97.98781848,1.923436103,1.570796327,-3.129698017
98.08739448,1.921672941,1.570796327,-3.127771019
98.18706512,1.921185552,1.570796327,-3.128378773
98.28678894,1.918618555,1.570796327,-3.128561172
98.3863883,1.917226881,1.570796327,-3.13023498
98.48602939,1.921134834,1.570796327,-3.129784674
98.58583164,1.919119879,1.570796327,-3.129520486
98.68540406,1.916948203,1.570796327,-3.128122873
98.78498793,1.912686566,1.570796327,-3.128381511
98.88464022,1.906848132,1.570796327,-3.128280406
98.98430514,1.903530462,1.570796327,-3.129561792
99.08405232,1.901692036,1.570796327,-3.130048625
99.18368292,1.905655957,1.570796327,-3.130435195
99.28330541,1.906378786,1.570796327,-3.129712782
99.38298798,1.907413051,1.570796327,-3.128716976
99.48266792,1.905855048,1.570796327,-3.129132658
99.58218598,1.902669487,1.570796327,-3.130359642
99.682019,1.903312631,1.570796327,-3.130759642
99.78158736,1.90033167,1.570796327,-3.130208649
99.88127875,1.900254818,1.570796327,-3.130603286
99.98102403,1.903474863,1.570796327,-3.128517086
100.0806046,1.900868696,1.570796327,-3.128661086
100.1801834,1.897397286,1.570796327,-3.129151164
100.2800674,1.892927008,1.570796327,-3.129656461
100.3795795,1.890037922,1.570796327,-3.1293904
100.4792073,1.888894657,1.570796327,-3.129099998
100.578764,1.890093137,1.570796327,-3.127771297
100.6785758,1.88829463,1.570796327,-3.128874894
100.7781835,1.890029164,1.570796327,-3.129116546
100.8778236,1.91250692,1.570796327,-3.128770031
100.9774559,1.947083597,1.570796327,-3.12629104
101.0772219,1.976295478,1.570796327,-3.124078165
101.1767244,2.001748953,1.570796327,-3.119902933
101.2763875,2.020440824,1.570796327,-3.117717989
101.376219,2.026678145,1.570796327,-3.114898253
101.4756377,2.022901589,1.570796327,-3.115505076
101.575371,2.022406642,1.570796327,-3.112435515
101.6749513,2.025164237,1.570796327,-3.108264381
101.774641,2.024522204,1.570796327,-3.105722201
101.8743377,2.019729357,1.570796327,-3.104985904
101.9739234,2.010665484,1.570796327,-3.105915424
102.073652,2.007156929,1.570796327,-3.105890296
102.173322,2.008093211,1.570796327,-3.107258707
102.272892,2.0095732,1.570796327,-3.10773022
102.3726044,2.015485563,1.570796327,-3.10506331
102.4721425,2.016519242,1.570796327,-3.102325919
102.5717762,2.013500239,1.570796327,-3.10388046
102.67149,2.012573148,1.570796327,-3.104166607
102.7711587,2.011463483,1.570796327,-3.104732207
102.8708429,2.01653591,1.570796327,-3.105318106
102.9704812,2.024297568,1.570796327,-3.102897034
103.0700748,2.022815633,1.570796327,-3.099888024
103.1697924,2.024624068,1.570796327,-3.099731739
103.2695136,2.058172345,1.570796327,-3.097115222
103.3690906,2.135579558,1.570796327,-3.087717086
103.468713,2.271798698,1.570796327,-3.066723489
103.5685661,2.506083507,0.795277182,-3.030992083
103.668031,2.704057292,0.500404107,-3.001380343
103.7676952,2.87966172,0.271079458,-2.991923594
103.8673308,3.037466456,0.102775331,-2.987380135
103.9670036,-3.129465753,-0.011104573,-3.000619141
104.0666375,-3.014572157,-0.106658989,-3.014572157
104.1662138,-2.934248265,-0.180028455,-3.014274632
104.2659886,-2.90442943,-0.221788501,-3.012716713
104.3656728,-2.923599013,-0.228289142,-2.998440964
104.465261,-2.913474133,-0.208630387,-3.01547795
104.5648665,-2.943031985,-0.177391419,-3.017705582
104.6647055,-2.932921761,-0.176594422,-3.023053512
104.7642183,-2.929125812,-0.170283713,-3.028557895
104.8639331,-2.908889449,-0.179844434,-3.030825959
104.9634714,-3.04842154,-0.074903654,-3.020983492
105.0631559,2.949946993,0.133771455,-3.042837911
105.1628592,2.61624362,0.461060375,-3.053688657
105.2624426,2.454068441,0.676500183,-3.069799111
105.3621418,2.347697997,0.708652379,-3.091086768
105.4618239,2.284401344,0.761208773,-3.099815295
105.5614278,2.245259501,0.874222232,-3.10184657
105.6611121,2.200984786,0.706111562,-3.113939075
105.7608714,2.160804765,0.710084022,-3.119044492
105.8604114,2.132389276,0.641687781,-3.123669041
105.9600537,2.128540173,0.561510568,-3.125479263
106.0598671,2.129169225,0.631705314,-3.123419532
106.1593184,2.123581345,0.719513384,-3.12179185
106.2590659,2.112119202,0.49731147,-3.127748664
106.3586159,2.101402294,0.432286034,-3.129851335
106.4582741,2.093899482,0.29597241,-3.13355338
106.5579803,2.090683648,0.261258688,-3.134430061
106.6575031,2.093111533,0.259759718,-3.134371435
106.7571914,2.094741584,0.258760736,-3.134332001
106.8570123,2.093123809,0.295404622,-3.133539916
106.9565308,2.088208032,0.230148257,-3.135403085
107.0562325,2.08649189,0.130727386,-3.138059479
107.1557488,2.083308659,0.130727386,-3.138067076
107.2554836,2.085732226,0.163368171,-3.137168959
107.3551538,2.080272159,0.760708755,-3.12330501
107.454771,2.06344565,1.570796327,-3.115218439
107.5544109,2.045180127,1.570796327,-3.11323215
107.6540828,2.028016511,1.570796327,-3.114040901
107.7536228,2.013613857,1.570796327,-3.114377804
107.8533595,2.001298519,1.570796327,-3.114036911
107.9528828,1.993074836,1.570796327,-3.112959689
108.0525246,1.983880324,1.570796327,-3.109892741
108.1522756,1.985366306,1.570796327,-3.113893808
108.2518549,1.983990319,1.570796327,-3.114610403
108.3515592,1.986989913,1.570796327,-3.113930839
108.4512429,1.986506395,1.570796327,-3.113323662
108.5509317,1.988633756,1.570796327,-3.1130556
108.6505454,1.990638324,1.570796327,-3.110180734
108.7502794,1.994449184,1.570796327,-3.109504543
108.8497469,1.996667294,1.570796327,-3.108923557
108.9494743,2.002660773,1.570796327,-3.108347347
109.0492692,2.002158319,1.570796327,-3.108571382
109.1487789,2.009159337,1.570796327,-3.105528355
109.2484086,2.002838217,1.570796327,-3.110389437
109.3480537,1.999890653,1.570796327,-3.109483259
109.4477069,1.994808541,1.570796327,-3.112794455
109.5473926,1.995369757,1.570796327,-3.112724232
109.6469736,1.996929562,1.570796327,-3.114429549
109.746758,2.000661711,1.570796327,-3.113387401
109.8464191,2.004934232,1.570796327,-3.112036474
109.9459751,2.006185309,1.570796327,-3.110213451
110.04566,2.000539287,1.570796327,-3.113417685
110.1454842,1.992996835,1.570796327,-3.115574986
110.2449446,1.988955391,1.570796327,-3.116806701
110.3446178,1.992433567,1.570796327,-3.116100624
110.4442406,1.995499201,1.570796327,-3.114256257
110.5438559,1.994563513,1.570796327,-3.112551288
110.6435444,1.991132702,1.570796327,-3.115221084
110.7431092,1.984274692,1.570796327,-3.1183723
